ramal,estacao,ano,passageiros
Japeri ,Comendador Soares,2009,2467.792
Japeri ,Comendador Soares,2010,2594.015
Japeri ,Austin,2001,2031.226
Japeri ,Austin,2002,2205.318
Japeri ,Austin,2003,2544.179
Japeri ,Austin,2004,2300
Japeri ,Austin,2005,2366
Japeri ,Austin,2006,2470
Japeri ,Austin,2007,2554
Japeri ,Austin,2008,2688.448
Japeri ,Austin,2009,2738.733
Japeri ,Austin,2010,2908.024
Japeri ,Queimados,2001,3680.518
Japeri ,Queimados,2002,3757.85
Japeri ,Queimados,2003,4278.773
Japeri ,Queimados,2004,4068
Japeri ,Queimados,2005,4000
Japeri ,Queimados,2006,4217
Japeri ,Queimados,2007,4389
Japeri ,Queimados,2008,4658.447
Japeri ,Queimados,2009,4655.495
Japeri ,Queimados,2010,4820.658
Japeri ,Engenheiro Pedreira,2001,3083.783
Japeri ,Engenheiro Pedreira,2002,3196.268
Japeri ,Engenheiro Pedreira,2003,3631.233
Japeri ,Engenheiro Pedreira,2004,3154
Japeri ,Engenheiro Pedreira,2005,3120
Japeri ,Engenheiro Pedreira,2006,3345
Japeri ,Engenheiro Pedreira,2007,3571
Japeri ,Engenheiro Pedreira,2008,3704.979
Japeri ,Engenheiro Pedreira,2009,3615.617
Japeri ,Engenheiro Pedreira,2010,3772.672
Japeri ,Japeri,2001,1705.087
Japeri ,Japeri,2002,1709.511
Japeri ,Japeri,2003,1920.494
Japeri ,Japeri,2004,1539
Japeri ,Japeri,2005,1450
Japeri ,Japeri,2006,1528
Japeri ,Japeri,2007,1655
Japeri ,Japeri,2008,1762.481
Japeri ,Japeri,2009,1693.68
Japeri ,Japeri,2010,1810.442
Japeri ,Lages,2001,229.46
Japeri ,Lages,2002,252.021
Japeri ,Lages,2003,285.408
Japeri ,Lages,2004,232
Japeri ,Lages,2005,209
Japeri ,Lages,2006,229
Japeri ,Lages,2007,274
Japeri ,Lages,2008,308.311
Japeri ,Lages,2009,307.633
Japeri ,Lages,2010,338.071
Japeri ,Paracambi,2001,574.723
Japeri ,Paracambi,2002,494.571
Japeri ,Paracambi,2003,549.097
Japeri ,Paracambi,2004,574
Japeri ,Paracambi,2005,529
Japeri ,Paracambi,2006,547
Japeri ,Paracambi,2007,605
Japeri ,Paracambi,2008,629.847
Japeri ,Paracambi,2009,586.492
Japeri ,Paracambi,2010,618.879
Deodoro,Central do Brasil ,2011,33070.566
Deodoro,Central do Brasil ,2012,32594.086
Deodoro,Central do Brasil ,2013,34120.272
Deodoro,Central do Brasil ,2014,35660.182
Deodoro,Central do Brasil ,2015,39165.322
Deodoro,Central do Brasil ,2016,40478.042
Deodoro,Central do Brasil ,2017,35872.573
Deodoro,Central do Brasil ,2018,36421.395
Deodoro,Central do Brasil ,2019,36577.563
Deodoro,Central do Brasil ,2020,19714.316
Deodoro,Praça da Bandeira ,2011,1218.585
Deodoro,Praça da Bandeira ,2012,1193.616
Deodoro,Praça da Bandeira ,2013,1313.72
Deodoro,Praça da Bandeira ,2014,1290.442
Deodoro,Praça da Bandeira ,2015,1363.686
Deodoro,Praça da Bandeira ,2016,1332.925
Deodoro,Praça da Bandeira ,2017,1166.503
Deodoro,Praça da Bandeira ,2018,1050.777
Deodoro,Praça da Bandeira ,2019,959.31
Deodoro,Praça da Bandeira ,2020,533.876
Deodoro,São Cristóvão,2011,5433.089
Deodoro,São Cristóvão,2012,6096.878
Deodoro,São Cristóvão,2013,7618.41
Deodoro,São Cristóvão,2014,7569.029
Deodoro,São Cristóvão,2015,7744.637
Deodoro,São Cristóvão,2016,8230.282
Deodoro,São Cristóvão,2017,7803.932
Deodoro,São Cristóvão,2018,7742.13
Deodoro,São Cristóvão,2019,7658.133
Deodoro,São Cristóvão,2020,4066.96
Deodoro,Maracanã,2011,262.713
Deodoro,Maracanã,2012,263.224
Deodoro,Maracanã,2013,160.252
Deodoro,Maracanã,2014,1306.476
Deodoro,Maracanã,2015,3384.028
Deodoro,Maracanã,2016,3535.502
Deodoro,Maracanã,2017,3224.379
Deodoro,Maracanã,2018,3581.988
Deodoro,Maracanã,2019,3787.876
Deodoro,Maracanã,2020,1818.505
Deodoro,Mangueira,2011,1069.888
Deodoro,Mangueira,2012,995.885
Deodoro,Mangueira,2013,1148.287
Deodoro,Mangueira,2014,617.381
Deodoro,Mangueira,2015,...
Deodoro,Mangueira,2016,...
Deodoro,Mangueira,2017,...
Deodoro,Mangueira,2018,...
Deodoro,Mangueira,2019,...
Deodoro,Mangueira,2020,...
Deodoro,São Francisco Xavier,2011,1136.365
Deodoro,São Francisco Xavier,2012,1223.516
Deodoro,São Francisco Xavier,2013,1127.42
Deodoro,São Francisco Xavier,2014,1066.335
Deodoro,São Francisco Xavier,2015,903.153
Deodoro,São Francisco Xavier,2016,837.443
Deodoro,São Francisco Xavier,2017,731.828
Deodoro,São Francisco Xavier,2018,692.339
Deodoro,São Francisco Xavier,2019,669.847
Deodoro,São Francisco Xavier,2020,422.786
Deodoro,Riachuelo do Rio,2011,982.774
Deodoro,Riachuelo do Rio,2012,1030.78
Deodoro,Riachuelo do Rio,2013,1124.057
Deodoro,Riachuelo do Rio,2014,1177.004
Deodoro,Riachuelo do Rio,2015,1301.085
Deodoro,Riachuelo do Rio,2016,1335.125
Deodoro,Riachuelo do Rio,2017,1160.01
Deodoro,Riachuelo do Rio,2018,1070.089
Deodoro,Riachuelo do Rio,2019,1072.175
Deodoro,Riachuelo do Rio,2020,611.619
Deodoro,Sampaio,2011,430.574
Deodoro,Sampaio,2012,414.511
Deodoro,Sampaio,2013,426.982
Deodoro,Sampaio,2014,470.727
Deodoro,Sampaio,2015,505.022
Deodoro,Sampaio,2016,546.987
Deodoro,Sampaio,2017,504.993
Deodoro,Sampaio,2018,476.404
Deodoro,Sampaio,2019,477.104
Deodoro,Sampaio,2020,258.883
Deodoro,Engenho Novo,2011,1075.779
Deodoro,Engenho Novo,2012,862.783
Deodoro,Engenho Novo,2013,865.827
Deodoro,Engenho Novo,2014,938.925
Deodoro,Engenho Novo,2015,1246.367
Deodoro,Engenho Novo,2016,1293.918
Deodoro,Engenho Novo,2017,1172.347
Deodoro,Engenho Novo,2018,1105.095
Deodoro,Engenho Novo,2019,1067.103
Deodoro,Engenho Novo,2020,638.977
Deodoro,Silva Freire ,2011,...
Deodoro,Silva Freire ,2012,1214.791
Deodoro,Silva Freire ,2013,1737.942
Deodoro,Silva Freire ,2014,1554.383
Deodoro,Silva Freire ,2015,304.04
Deodoro,Silva Freire ,2016,233.376
Deodoro,Silva Freire ,2017,153.681
Deodoro,Silva Freire ,2018,137.145
Deodoro,Silva Freire ,2019,123.31
Deodoro,Silva Freire ,2020,45.86
Deodoro,Méier,2011,2843.937
Deodoro,Méier,2012,2235.365
Deodoro,Méier,2013,2237.697
Deodoro,Méier,2014,2756.622
Deodoro,Méier,2015,4071.711
Deodoro,Méier,2016,4258.355
Deodoro,Méier,2017,3943.644
Deodoro,Méier,2018,3778.506
Deodoro,Méier,2019,3671.285
Deodoro,Méier,2020,2094.972
Deodoro,Engenho de Dentro,2011,3603.698
Deodoro,Engenho de Dentro,2012,3504.042
Deodoro,Engenho de Dentro,2013,3268.506
Deodoro,Engenho de Dentro,2014,3360.691
Deodoro,Engenho de Dentro,2015,3044.119
Deodoro,Engenho de Dentro,2016,3446.851
Deodoro,Engenho de Dentro,2017,3178.638
Deodoro,Engenho de Dentro,2018,3179.346
Deodoro,Engenho de Dentro,2019,3250.224
Deodoro,Engenho de Dentro,2020,1905.105
Deodoro,Piedade,2011,1040.516
Deodoro,Piedade,2012,985.768
Deodoro,Piedade,2013,959.508
Deodoro,Piedade,2014,860.04
Deodoro,Piedade,2015,1029.786
Deodoro,Piedade,2016,1057.646
Deodoro,Piedade,2017,900.52
Deodoro,Piedade,2018,832.787
Deodoro,Piedade,2019,785.092
Deodoro,Piedade,2020,451.113
Deodoro,Quintino Bocaiúva,2011,628.038
Deodoro,Quintino Bocaiúva,2012,636.694
Deodoro,Quintino Bocaiúva,2013,685.387
Deodoro,Quintino Bocaiúva,2014,775.116
Deodoro,Quintino Bocaiúva,2015,906.717
Deodoro,Quintino Bocaiúva,2016,916.431
Deodoro,Quintino Bocaiúva,2017,783.729
Deodoro,Quintino Bocaiúva,2018,783.117
Deodoro,Quintino Bocaiúva,2019,773.134
Deodoro,Quintino Bocaiúva,2020,388.222
Deodoro,Cascadura,2011,2613.898
Deodoro,Cascadura,2012,2579.621
Deodoro,Cascadura,2013,2631.71
Deodoro,Cascadura,2014,2562.853
Deodoro,Cascadura,2015,1389.698
Deodoro,Cascadura,2016,1270.382
Deodoro,Cascadura,2017,1096.152
Deodoro,Cascadura,2018,1020.828
Deodoro,Cascadura,2019,987.607
Deodoro,Cascadura,2020,588.844
Deodoro,Madureira,2011,6821.091
Deodoro,Madureira,2012,6613.558
Deodoro,Madureira,2013,6824.126
Deodoro,Madureira,2014,8044.772
Deodoro,Madureira,2015,11365.772
Deodoro,Madureira,2016,11317.22
Deodoro,Madureira,2017,9552.939
Deodoro,Madureira,2018,9211.398
Deodoro,Madureira,2019,9125.788
Deodoro,Madureira,2020,5660.849
Deodoro,Oswaldo Cruz,2011,799.488
Deodoro,Oswaldo Cruz,2012,795.601
Deodoro,Oswaldo Cruz,2013,818.516
Deodoro,Oswaldo Cruz,2014,891.658
Deodoro,Oswaldo Cruz,2015,989.463
Deodoro,Oswaldo Cruz,2016,1003.531
Deodoro,Oswaldo Cruz,2017,898.598
Deodoro,Oswaldo Cruz,2018,860.514
Deodoro,Oswaldo Cruz,2019,826.316
Deodoro,Oswaldo Cruz,2020,476.792
Deodoro,Bento Ribeiro,2011,946.11
Deodoro,Bento Ribeiro,2012,913.364
Deodoro,Bento Ribeiro,2013,928.316
Deodoro,Bento Ribeiro,2014,977.784
Deodoro,Bento Ribeiro,2015,1035.966
Deodoro,Bento Ribeiro,2016,1039.411
Deodoro,Bento Ribeiro,2017,936.86
Deodoro,Bento Ribeiro,2018,901.893
Deodoro,Bento Ribeiro,2019,876.38
Deodoro,Bento Ribeiro,2020,470.786
Deodoro,Marechal Hermes,2011,1267.128
Deodoro,Marechal Hermes,2012,1282.71
Deodoro,Marechal Hermes,2013,1386.449
Deodoro,Marechal Hermes,2014,1577.385
Deodoro,Marechal Hermes,2015,1784.904
Deodoro,Marechal Hermes,2016,1875.452
Deodoro,Marechal Hermes,2017,1607.465
Deodoro,Marechal Hermes,2018,1579.114
Deodoro,Marechal Hermes,2019,1521.464
Deodoro,Marechal Hermes,2020,852.148
Deodoro,Deodoro,2011,1674.193
Deodoro,Deodoro,2012,1696.552
Deodoro,Deodoro,2013,1809.934
Deodoro,Deodoro,2014,1980.878
Deodoro,Deodoro,2015,2302.795
Deodoro,Deodoro,2016,2330.52
Deodoro,Deodoro,2017,1975.015
Deodoro,Deodoro,2018,2048.639
Deodoro,Deodoro,2019,2107.97
Deodoro,Deodoro,2020,1271.381
Santa Cruz,Vila Militar,2011,194.1
Santa Cruz,Vila Militar,2012,173.662
Santa Cruz,Vila Militar,2013,180.855
Santa Cruz,Vila Militar,2014,219.453
Santa Cruz,Vila Militar,2015,256.036
Santa Cruz,Vila Militar,2016,566.081
Santa Cruz,Vila Militar,2017,288.572
Santa Cruz,Vila Militar,2018,309.835
Santa Cruz,Vila Militar,2019,296.662
Santa Cruz,Vila Militar,2020,207.782
Santa Cruz,Cel. Magalhães Bastos,2011,593.396
Santa Cruz,Cel. Magalhães Bastos,2012,545.276
Santa Cruz,Cel. Magalhães Bastos,2013,574.131
Santa Cruz,Cel. Magalhães Bastos,2014,659.996
Santa Cruz,Cel. Magalhães Bastos,2015,690.42
Santa Cruz,Cel. Magalhães Bastos,2016,1042.263
Santa Cruz,Cel. Magalhães Bastos,2017,957.346
Santa Cruz,Cel. Magalhães Bastos,2018,1120.064
Santa Cruz,Cel. Magalhães Bastos,2019,1210.204
Santa Cruz,Cel. Magalhães Bastos,2020,729.808
Santa Cruz,Realengo,2011,1363.812
Santa Cruz,Realengo,2012,1279.59
Santa Cruz,Realengo,2013,1473.434
Santa Cruz,Realengo,2014,1658.182
Santa Cruz,Realengo,2015,1706.434
Santa Cruz,Realengo,2016,1720.583
Santa Cruz,Realengo,2017,1440.716
Santa Cruz,Realengo,2018,1438.3
Santa Cruz,Realengo,2019,1462.063
Santa Cruz,Realengo,2020,842.887
Santa Cruz,Padre Miguel,2011,1054.213
Santa Cruz,Padre Miguel,2012,1035.546
Santa Cruz,Padre Miguel,2013,1146.418
Santa Cruz,Padre Miguel,2014,1239.338
Santa Cruz,Padre Miguel,2015,1216.523
Santa Cruz,Padre Miguel,2016,1188.192
Santa Cruz,Padre Miguel,2017,1017.386
Santa Cruz,Padre Miguel,2018,1032.365
Santa Cruz,Padre Miguel,2019,979.46
Santa Cruz,Padre Miguel,2020,446.995
Santa Cruz,Guilherme Silveira,2011,831.539
Santa Cruz,Guilherme Silveira,2012,839.886
Santa Cruz,Guilherme Silveira,2013,915.251
Santa Cruz,Guilherme Silveira,2014,1000.153
Santa Cruz,Guilherme Silveira,2015,1018.62
Santa Cruz,Guilherme Silveira,2016,1022.181
Santa Cruz,Guilherme Silveira,2017,914.141
Santa Cruz,Guilherme Silveira,2018,918.521
Santa Cruz,Guilherme Silveira,2019,921.923
Santa Cruz,Guilherme Silveira,2020,508.788
Santa Cruz,Bangu,2011,3166.035
Santa Cruz,Bangu,2012,3268.561
Santa Cruz,Bangu,2013,3594.176
Santa Cruz,Bangu,2014,4131.389
Santa Cruz,Bangu,2015,4625.044
Santa Cruz,Bangu,2016,4664.758
Santa Cruz,Bangu,2017,3898.41
Santa Cruz,Bangu,2018,3919.982
Santa Cruz,Bangu,2019,4002.151
Santa Cruz,Bangu,2020,2273.074
Santa Cruz,Senador Camará,2011,1094.856
Santa Cruz,Senador Camará,2012,1230.709
Santa Cruz,Senador Camará,2013,1417.229
Santa Cruz,Senador Camará,2014,1542.584
Santa Cruz,Senador Camará,2015,1412.969
Santa Cruz,Senador Camará,2016,1502.974
Santa Cruz,Senador Camará,2017,1106.849
Santa Cruz,Senador Camará,2018,991.164
Santa Cruz,Senador Camará,2019,975.031
Santa Cruz,Senador Camará,2020,644.623
Santa Cruz,Santíssimo ,2011,655.962
Santa Cruz,Santíssimo ,2012,703.642
Santa Cruz,Santíssimo ,2013,802.278
Santa Cruz,Santíssimo ,2014,950.903
Santa Cruz,Santíssimo ,2015,1047.933
Santa Cruz,Santíssimo ,2016,1065.876
Santa Cruz,Santíssimo ,2017,889.912
Santa Cruz,Santíssimo ,2018,883.254
Santa Cruz,Santíssimo ,2019,1003.451
Santa Cruz,Santíssimo ,2020,565.58
Santa Cruz,Augusto Vasconcelos,2011,601.495
Santa Cruz,Augusto Vasconcelos,2012,638.161
Santa Cruz,Augusto Vasconcelos,2013,674.102
Santa Cruz,Augusto Vasconcelos,2014,737.896
Santa Cruz,Augusto Vasconcelos,2015,775.774
Santa Cruz,Augusto Vasconcelos,2016,785.076
Santa Cruz,Augusto Vasconcelos,2017,636.306
Santa Cruz,Augusto Vasconcelos,2018,707.307
Santa Cruz,Augusto Vasconcelos,2019,773.976
Santa Cruz,Augusto Vasconcelos,2020,544.511
Santa Cruz,Campo Grande,2011,4467.711
Santa Cruz,Campo Grande,2012,4649.191
Santa Cruz,Campo Grande,2013,5187.849
Santa Cruz,Campo Grande,2014,5880.349
Santa Cruz,Campo Grande,2015,6456.888
Santa Cruz,Campo Grande,2016,6701.227
Santa Cruz,Campo Grande,2017,5937.811
Santa Cruz,Campo Grande,2018,6212.447
Santa Cruz,Campo Grande,2019,6388.881
Santa Cruz,Campo Grande,2020,3857.509
Santa Cruz,Benjamim do Monte,2011,488.122
Santa Cruz,Benjamim do Monte,2012,501.357
Santa Cruz,Benjamim do Monte,2013,518.983
Santa Cruz,Benjamim do Monte,2014,540.02
Santa Cruz,Benjamim do Monte,2015,559.843
Santa Cruz,Benjamim do Monte,2016,542.266
Santa Cruz,Benjamim do Monte,2017,461.805
Santa Cruz,Benjamim do Monte,2018,644.384
Santa Cruz,Benjamim do Monte,2019,697.775
Santa Cruz,Benjamim do Monte,2020,388.183
Santa Cruz,Inhoaíba,2011,1029.627
Santa Cruz,Inhoaíba,2012,1056.781
Santa Cruz,Inhoaíba,2013,1081.437
Santa Cruz,Inhoaíba,2014,1150.529
Santa Cruz,Inhoaíba,2015,1233.465
Santa Cruz,Inhoaíba,2016,1201.685
Santa Cruz,Inhoaíba,2017,1046.619
Santa Cruz,Inhoaíba,2018,1161.333
Santa Cruz,Inhoaíba,2019,1296.191
Santa Cruz,Inhoaíba,2020,846.194
Santa Cruz,Cosmos,2011,1003.211
Santa Cruz,Cosmos,2012,1025.294
Santa Cruz,Cosmos,2013,1027.923
Santa Cruz,Cosmos,2014,1077.227
Santa Cruz,Cosmos,2015,1137.059
Santa Cruz,Cosmos,2016,1222.231
Santa Cruz,Cosmos,2017,1015.123
Santa Cruz,Cosmos,2018,1218.802
Santa Cruz,Cosmos,2019,1363.251
Santa Cruz,Cosmos,2020,923.997
Santa Cruz,Paciência,2011,1362.726
Santa Cruz,Paciência,2012,1400.754
Santa Cruz,Paciência,2013,1477.757
Santa Cruz,Paciência,2014,1571.677
Santa Cruz,Paciência,2015,1798.713
Santa Cruz,Paciência,2016,1849.94
Santa Cruz,Paciência,2017,1651.586
Santa Cruz,Paciência,2018,1664.746
Santa Cruz,Paciência,2019,1721.541
Santa Cruz,Paciência,2020,1217.418
Santa Cruz,Tancredo Neves,2011,508.694
Santa Cruz,Tancredo Neves,2012,534.614
Santa Cruz,Tancredo Neves,2013,404.451
Santa Cruz,Tancredo Neves,2014,395.712
Santa Cruz,Tancredo Neves,2015,338.504
Santa Cruz,Tancredo Neves,2016,312.115
Santa Cruz,Tancredo Neves,2017,243.258
Santa Cruz,Tancredo Neves,2018,252.924
Santa Cruz,Tancredo Neves,2019,502.998
Santa Cruz,Tancredo Neves,2020,572.884
Santa Cruz,Santa Cruz,2011,3344.119
Santa Cruz,Santa Cruz,2012,3450.021
Santa Cruz,Santa Cruz,2013,3689.002
Santa Cruz,Santa Cruz,2014,4067.432
Santa Cruz,Santa Cruz,2015,4473.492
Santa Cruz,Santa Cruz,2016,4595.397
Santa Cruz,Santa Cruz,2017,4168.653
Santa Cruz,Santa Cruz,2018,4355.908
Santa Cruz,Santa Cruz,2019,4494.212
Santa Cruz,Santa Cruz,2020,2965.759
Saracuruna ,Triagem,2011,846
Saracuruna ,Triagem,2012,913.69
Saracuruna ,Triagem,2013,963.356
Saracuruna ,Triagem,2014,1139.815
Saracuruna ,Triagem,2015,1264.487
Saracuruna ,Triagem,2016,1303.656
Saracuruna ,Triagem,2017,1155.79
Saracuruna ,Triagem,2018,1126.929
Saracuruna ,Triagem,2019,1043.22
Saracuruna ,Triagem,2020,642.815
Saracuruna ,Manguinhos,2011,411.634
Saracuruna ,Manguinhos,2012,443.966
Saracuruna ,Manguinhos,2013,399.425
Saracuruna ,Manguinhos,2014,505.195
Saracuruna ,Manguinhos,2015,602.57
Saracuruna ,Manguinhos,2016,715.685
Saracuruna ,Manguinhos,2017,668.129
Saracuruna ,Manguinhos,2018,726.38
Saracuruna ,Manguinhos,2019,744.763
Saracuruna ,Manguinhos,2020,452.857
Saracuruna ,Bonsucesso,2011,898.304
Saracuruna ,Bonsucesso,2012,1101.828
Saracuruna ,Bonsucesso,2013,1524.766
Saracuruna ,Bonsucesso,2014,1993.453
Saracuruna ,Bonsucesso,2015,2133.988
Saracuruna ,Bonsucesso,2016,2224.74
Saracuruna ,Bonsucesso,2017,1816.156
Saracuruna ,Bonsucesso,2018,1771.204
Saracuruna ,Bonsucesso,2019,1793.652
Saracuruna ,Bonsucesso,2020,1099.851
Saracuruna ,Ramos,2011,459.033
Saracuruna ,Ramos,2012,470.343
Saracuruna ,Ramos,2013,573.841
Saracuruna ,Ramos,2014,733.86
Saracuruna ,Ramos,2015,861.353
Saracuruna ,Ramos,2016,930.488
Saracuruna ,Ramos,2017,818.611
Saracuruna ,Ramos,2018,777.583
Saracuruna ,Ramos,2019,802.993
Saracuruna ,Ramos,2020,477.244
Saracuruna ,Olaria,2011,504.192
Saracuruna ,Olaria,2012,513.826
Saracuruna ,Olaria,2013,646.736
Saracuruna ,Olaria,2014,830.874
Saracuruna ,Olaria,2015,1008.514
Saracuruna ,Olaria,2016,1095.826
Saracuruna ,Olaria,2017,937.128
Saracuruna ,Olaria,2018,892.528
Saracuruna ,Olaria,2019,897.485
Saracuruna ,Olaria,2020,506.537
Saracuruna ,Penha,2011,459.767
Saracuruna ,Penha,2012,495.312
Saracuruna ,Penha,2013,656.24
Saracuruna ,Penha,2014,918.123
Saracuruna ,Penha,2015,1227.642
Saracuruna ,Penha,2016,1315.642
Saracuruna ,Penha,2017,1113.312
Saracuruna ,Penha,2018,1111.144
Saracuruna ,Penha,2019,1126.22
Saracuruna ,Penha,2020,695.236
Saracuruna ,Penha Circular,2011,427.551
Saracuruna ,Penha Circular,2012,464.326
Saracuruna ,Penha Circular,2013,570.087
Saracuruna ,Penha Circular,2014,746.023
Saracuruna ,Penha Circular,2015,843.637
Saracuruna ,Penha Circular,2016,822.146
Saracuruna ,Penha Circular,2017,774.352
Saracuruna ,Penha Circular,2018,778.156
Saracuruna ,Penha Circular,2019,741.972
Saracuruna ,Penha Circular,2020,516.607
Saracuruna ,Brás de Pina,2011,200.634
Saracuruna ,Brás de Pina,2012,200.547
Saracuruna ,Brás de Pina,2013,253.584
Saracuruna ,Brás de Pina,2014,331.783
Saracuruna ,Brás de Pina,2015,387.169
Saracuruna ,Brás de Pina,2016,420.941
Saracuruna ,Brás de Pina,2017,378.461
Saracuruna ,Brás de Pina,2018,387.756
Saracuruna ,Brás de Pina,2019,377.709
Saracuruna ,Brás de Pina,2020,228.069
Saracuruna ,Cordovil,2011,260.996
Saracuruna ,Cordovil,2012,264.722
Saracuruna ,Cordovil,2013,330.528
Saracuruna ,Cordovil,2014,458.479
Saracuruna ,Cordovil,2015,510.292
Saracuruna ,Cordovil,2016,571.79
Saracuruna ,Cordovil,2017,462.014
Saracuruna ,Cordovil,2018,481.667
Saracuruna ,Cordovil,2019,459.119
Saracuruna ,Cordovil,2020,295.253
Saracuruna ,Parada de Lucas,2011,306.926
Saracuruna ,Parada de Lucas,2012,320.772
Saracuruna ,Parada de Lucas,2013,387.167
Saracuruna ,Parada de Lucas,2014,512.8
Saracuruna ,Parada de Lucas,2015,591.568
Saracuruna ,Parada de Lucas,2016,654.224
Saracuruna ,Parada de Lucas,2017,613.735
Saracuruna ,Parada de Lucas,2018,653.514
Saracuruna ,Parada de Lucas,2019,612.265
Saracuruna ,Parada de Lucas,2020,459.803
Saracuruna ,Vigário Geral,2011,204.415
Saracuruna ,Vigário Geral,2012,219.199
Saracuruna ,Vigário Geral,2013,266.172
Saracuruna ,Vigário Geral,2014,348.384
Saracuruna ,Vigário Geral,2015,440.288
Saracuruna ,Vigário Geral,2016,443.334
Saracuruna ,Vigário Geral,2017,381.874
Saracuruna ,Vigário Geral,2018,398.478
Saracuruna ,Vigário Geral,2019,378.608
Saracuruna ,Vigário Geral,2020,255.795
Saracuruna ,Duque de Caxias,2011,2425.222
Saracuruna ,Duque de Caxias,2012,2498.997
Saracuruna ,Duque de Caxias,2013,2947.147
Saracuruna ,Duque de Caxias,2014,3636.443
Saracuruna ,Duque de Caxias,2015,4524.317
Saracuruna ,Duque de Caxias,2016,4575.59
Saracuruna ,Duque de Caxias,2017,4025.623
Saracuruna ,Duque de Caxias,2018,4276.713
Saracuruna ,Duque de Caxias,2019,4209.609
Saracuruna ,Duque de Caxias,2020,2893.872
Saracuruna ,Corte Oito,2011,...
Saracuruna ,Corte Oito,2012,...
Saracuruna ,Corte Oito,2013,434.174
Saracuruna ,Corte Oito,2014,740.456
Saracuruna ,Corte Oito,2015,942.167
Saracuruna ,Corte Oito,2016,997.385
Saracuruna ,Corte Oito,2017,1001.04
Saracuruna ,Corte Oito,2018,1147.901
Saracuruna ,Corte Oito,2019,1253.281
Saracuruna ,Corte Oito,2020,746.171
Saracuruna ,Gramacho,2011,3623.505
Saracuruna ,Gramacho,2012,3821.64
Saracuruna ,Gramacho,2013,4144.062
Saracuruna ,Gramacho,2014,4616.759
Saracuruna ,Gramacho,2015,5080.263
Saracuruna ,Gramacho,2016,4764.373
Saracuruna ,Gramacho,2017,4073.863
Saracuruna ,Gramacho,2018,4156.957
Saracuruna ,Gramacho,2019,4085.973
Saracuruna ,Gramacho,2020,2686.938
Saracuruna ,Campos Eliseos,2011,435.27
Saracuruna ,Campos Eliseos,2012,471.107
Saracuruna ,Campos Eliseos,2013,514.475
Saracuruna ,Campos Eliseos,2014,523.515
Saracuruna ,Campos Eliseos,2015,540.229
Saracuruna ,Campos Eliseos,2016,462.715
Saracuruna ,Campos Eliseos,2017,387.292
Saracuruna ,Campos Eliseos,2018,396.465
Saracuruna ,Campos Eliseos,2019,468.573
Saracuruna ,Campos Eliseos,2020,289.864
Saracuruna ,Jardim Primavera,2011,800.645
Saracuruna ,Jardim Primavera,2012,868.244
Saracuruna ,Jardim Primavera,2013,918.701
Saracuruna ,Jardim Primavera,2014,942.744
Saracuruna ,Jardim Primavera,2015,989.099
Saracuruna ,Jardim Primavera,2016,883.41
Saracuruna ,Jardim Primavera,2017,771.041
Saracuruna ,Jardim Primavera,2018,723.823
Saracuruna ,Jardim Primavera,2019,821.697
Saracuruna ,Jardim Primavera,2020,468.707
Saracuruna ,Saracuruna ***,2011,1817.374
Saracuruna ,Saracuruna ***,2012,1711.253
Saracuruna ,Saracuruna ***,2013,1855.42
Saracuruna ,Saracuruna ***,2014,1973.977
Saracuruna ,Saracuruna ***,2015,2072.904
Saracuruna ,Saracuruna ***,2016,1933.98
Saracuruna ,Saracuruna ***,2017,1873.021
Saracuruna ,Saracuruna ***,2018,1835.413
Saracuruna ,Saracuruna ***,2019,1956.165
Saracuruna ,Saracuruna ***,2020,1243.287
Saracuruna ,Jacarezinho ,2011,...
Saracuruna ,Jacarezinho ,2012,425.045
Saracuruna ,Jacarezinho ,2013,228.994
Saracuruna ,Jacarezinho ,2014,169.535
Saracuruna ,Jacarezinho ,2015,120.814
Saracuruna ,Jacarezinho ,2016,116.799
Saracuruna ,Jacarezinho ,2017,71.22
Saracuruna ,Jacarezinho ,2018,252.484
Saracuruna ,Jacarezinho ,2019,320.122
Saracuruna ,Jacarezinho ,2020,292.436
Belford Roxo ,Del Castilho,2011,465.213
Belford Roxo ,Del Castilho,2012,282.185
Belford Roxo ,Del Castilho,2013,297.297
Belford Roxo ,Del Castilho,2014,319.453
Belford Roxo ,Del Castilho,2015,258.933
Belford Roxo ,Del Castilho,2016,211.881
Belford Roxo ,Del Castilho,2017,162.987
Belford Roxo ,Del Castilho,2018,157.4
Belford Roxo ,Del Castilho,2019,145.14
Belford Roxo ,Del Castilho,2020,84.601
Belford Roxo ,Cintra Vidal,2011,233.477
Belford Roxo ,Cintra Vidal,2012,217.208
Belford Roxo ,Cintra Vidal,2013,230.79
Belford Roxo ,Cintra Vidal,2014,287.908
Belford Roxo ,Cintra Vidal,2015,304.353
Belford Roxo ,Cintra Vidal,2016,270.923
Belford Roxo ,Cintra Vidal,2017,235.041
Belford Roxo ,Cintra Vidal,2018,217.641
Belford Roxo ,Cintra Vidal,2019,210.853
Belford Roxo ,Cintra Vidal,2020,112.266
Belford Roxo ,Tomás Coelho,2011,226.893
Belford Roxo ,Tomás Coelho,2012,210.778
Belford Roxo ,Tomás Coelho,2013,203.388
Belford Roxo ,Tomás Coelho,2014,205.22
Belford Roxo ,Tomás Coelho,2015,203.795
Belford Roxo ,Tomás Coelho,2016,193.471
Belford Roxo ,Tomás Coelho,2017,160.999
